Calendar Week,Expert Partner,Expert Location,OIT Node 1 (Contact Drivers),OIT Node 2 (Contact Drivers),OIT Node 3 (Contact Drivers),Handled Contacts,AHT,Transfers (%),tNPS,Survey Resp. Rate (tNPS),TNPS Survey Resp. Count,Issue Resolution (tNPS),New MCR 7-Day (Look-forward),Cases,Cases (excl. Internal),# of Experts
9/29/2024,CONCENTRIX,Mexico City,Sales and logistics,Billing solutions,-,18.,21.9,16.7%,66.7,33.3%,3.,100.0%,10.0%,14.,12.,16.
9/29/2024,CONCENTRIX,Mexico City,Sales and logistics,Invoicing,Job estimates,4.,15.0,50.0%,100.0,50.0%,1.,100.0%,.0%,4.,4.,4.
9/29/2024,CONCENTRIX,Mexico City,Sales and logistics,Invoicing,-,8.,13.7,25.0%,100.0,25.0%,1.,100.0%,25.0%,7.,7.,8.
9/29/2024,CONCENTRIX,Mexico City,Sales and logistics,Money movement,Fund status,1.,20.5,100.0%,-,-,.,-,.0%,1.,.,1.
9/29/2024,CONCENTRIX,Mexico City,Sales and logistics,Money movement,Reverse payments,2.,9.0,50.0%,-,-,.,-,-,1.,1.,2.
9/29/2024,CONCENTRIX,Mexico City,Sales and logistics,Money movement,Set up payments,6.,13.1,83.3%,-,-,.,-,.0%,4.,2.,7.
9/29/2024,CONCENTRIX,Mexico City,Sales and logistics,Money movement,Trace payments,12.,22.2,8.3%,100.0,33.3%,2.,100.0%,12.5%,11.,11.,10.
9/29/2024,CONCENTRIX,Mexico City,Sales and logistics,Money movement,-,43.,18.0,41.9%,33.3,33.3%,3.,66.7%,10.0%,30.,22.,27.
9/29/2024,CONCENTRIX,Mexico City,Sales and logistics,Payment processing,Customer refunds and credits,3.,26.4,33.3%,-100.0,100.0%,1.,.0%,.0%,3.,2.,3.
9/29/2024,CONCENTRIX,Mexico City,Sales and logistics,Payment processing,Receive payments,12.,21.5,50.0%,-,.0%,.,-,14.3%,8.,4.,10.
9/29/2024,CONCENTRIX,Mexico City,Sales and logistics,Payment processing,-,26.,16.4,53.8%,-100.0,33.3%,1.,.0%,9.1%,16.,9.,21.
9/29/2024,CONCENTRIX,Mexico City,Sales and logistics,Sales receipts,-,5.,11.1,40.0%,100.0,33.3%,1.,100.0%,.0%,5.,3.,5.
9/29/2024,CONCENTRIX,Mexico City,Sales and logistics,Stock management,Item pricing,2.,5.4,50.0%,-,-,.,-,.0%,1.,.,2.
9/29/2024,CONCENTRIX,Mexico City,Sales and logistics,Stock management,Physical stock,2.,17.9,100.0%,-,.0%,.,-,.0%,2.,1.,2.
9/29/2024,CONCENTRIX,Mexico City,Sales and logistics,Stock management,-,8.,14.9,50.0%,-,.0%,.,-,16.7%,7.,4.,8.
9/29/2024,CONCENTRIX,Mexico City,Sales and logistics,Supplier management,Purchase orders,4.,56.5,50.0%,-,.0%,.,-,.0%,4.,3.,4.
9/29/2024,CONCENTRIX,Mexico City,Sales and logistics,Supplier management,Supplier credits,1.,5.8,100.0%,-,-,.,-,.0%,1.,1.,1.
9/29/2024,CONCENTRIX,Mexico City,Sales and logistics,Supplier management,Supplier list,2.,36.0,.0%,-,.0%,.,-,.0%,2.,2.,2.
9/29/2024,CONCENTRIX,Mexico City,Sales and logistics,Supplier management,-,29.,28.1,20.7%,66.7,21.4%,3.,100.0%,6.3%,25.,21.,25.
9/29/2024,CONCENTRIX,Mexico City,Sales and logistics,-,-,56.,16.8,39.3%,60.0,31.3%,5.,80.0%,11.5%,42.,32.,34.
9/29/2024,CONCENTRIX,Mexico City,Security and risk,Data privacy,-,44.,4.7,20.5%,100.0,50.0%,2.,100.0%,7.7%,33.,15.,27.
9/29/2024,CONCENTRIX,Mexico City,Security and risk,Data security,-,104.,11.6,23.1%,.0,31.8%,7.,33.3%,11.9%,80.,51.,50.
9/29/2024,CONCENTRIX,Mexico City,Security and risk,Fraud,Manage risks,7.,44.7,28.6%,-,.0%,.,-,20.0%,6.,4.,5.
9/29/2024,CONCENTRIX,Mexico City,Security and risk,Fraud,-,16.,36.8,25.0%,100.0,11.1%,1.,.0%,33.3%,14.,11.,12.
9/29/2024,CONCENTRIX,Mexico City,Security and risk,-,-,521.,25.7,19.2%,60.5,17.1%,38.,83.9%,16.8%,480.,345.,73.
9/29/2024,CONCENTRIX,Mexico City,Taxation,Business taxes,-,36.,27.1,19.4%,100.0,23.1%,3.,100.0%,8.3%,36.,25.,22.
9/29/2024,CONCENTRIX,Mexico City,Taxation,Sales taxes,Set up sales taxes,2.,19.9,.0%,100.0,100.0%,1.,100.0%,50.0%,2.,2.,2.
9/29/2024,CONCENTRIX,Mexico City,Taxation,Sales taxes,-,5.,15.2,40.0%,100.0,50.0%,1.,100.0%,40.0%,5.,4.,5.
9/29/2024,CONCENTRIX,Mexico City,Taxation,Tax compliance,-,4.,29.0,25.0%,100.0,33.3%,1.,100.0%,33.3%,4.,3.,4.
9/29/2024,CONCENTRIX,Mexico City,Taxation,Tax exemption,-,6.,17.1,33.3%,-,.0%,.,-,33.3%,4.,2.,6.
9/29/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,Form 1099,3.,12.4,66.7%,-100.0,100.0%,1.,.0%,.0%,1.,1.,3.
9/29/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,Form 1099-MISC,3.,12.4,66.7%,-100.0,100.0%,1.,.0%,.0%,1.,1.,3.
9/29/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,Form W-2,6.,18.6,16.7%,-,.0%,.,-,.0%,6.,2.,6.
9/29/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,State tax forms,46.,37.3,23.9%,33.3,12.0%,3.,50.0%,18.9%,53.,40.,31.
9/29/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,-,55.,33.9,25.5%,.0,14.3%,4.,33.3%,17.5%,60.,43.,33.
9/29/2024,CONCENTRIX,Mexico City,Taxation,Tax jurisdiction,Local taxes,.,-,-,-,-,.,-,-,.,.,1.
9/29/2024,CONCENTRIX,Mexico City,Taxation,Tax jurisdiction,State taxes,1.,7.3,100.0%,-,-,.,-,-,.,.,1.
9/29/2024,CONCENTRIX,Mexico City,Taxation,Tax jurisdiction,-,1.,7.3,100.0%,-,-,.,-,-,.,.,2.
9/29/2024,CONCENTRIX,Mexico City,Taxation,Tax liabilities,-,8.,28.3,.0%,-,.0%,.,-,.0%,8.,7.,7.
9/29/2024,CONCENTRIX,Mexico City,Taxation,Tax return,File tax return,1.,10.7,100.0%,-,.0%,.,-,100.0%,1.,1.,1.
9/29/2024,CONCENTRIX,Mexico City,Taxation,-,-,105.,31.0,23.8%,55.6,17.6%,9.,75.0%,14.1%,107.,78.,46.
9/29/2024,CONCENTRIX,Mexico City,Uncategorized - Inbound Short calls,Uncategorized - Inbound Short calls,Uncategorized - Inbound Short calls,131.,1.4,7.6%,-,.0%,.,-,-,92.,46.,40.
9/29/2024,CONCENTRIX,Mexico City,Uncategorized - Not Handled,Uncategorized - Not Handled,Uncategorized - Not Handled,.,-,-,50.0,35.3%,6.,83.3%,-,73.,26.,53.
9/29/2024,CONCENTRIX,Mexico City,Uncategorized - Others,Uncategorized - Others,Uncategorized - Others,60.,25.2,18.3%,100.0,20.0%,4.,100.0%,-,50.,28.,37.
9/29/2024,CONCENTRIX,Mexico City,Uncategorized - Outbound Short calls,Uncategorized - Outbound Short calls,Uncategorized - Outbound Short calls,.,-,-,-,-,.,-,-,.,.,49.
9/29/2024,CONCENTRIX,Mexico City,-,-,-,.,-,-,60.0,13.5%,10.,71.4%,-,114.,87.,44.
10/6/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,Login and password,204.,28.2,18.1%,56.3,15.7%,16.,75.0%,22.1%,200.,146.,67.
10/6/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,Manage users,20.,29.0,25.0%,100.0,7.1%,1.,100.0%,20.0%,20.,16.,19.
10/6/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,Multi-user mode,50.,46.4,6.0%,100.0,12.5%,4.,100.0%,20.9%,52.,42.,36.
10/6/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,Primary administrator,126.,27.3,15.9%,71.4,10.3%,7.,85.7%,19.3%,120.,85.,53.
10/6/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,-,360.,29.8,16.1%,65.4,13.7%,26.,81.8%,21.0%,352.,259.,70.
10/6/2024,CONCENTRIX,Mexico City,Account management,Business profile,Business address,2.,60.8,50.0%,100.0,100.0%,1.,100.0%,.0%,2.,1.,2.
10/6/2024,CONCENTRIX,Mexico City,Account management,Business profile,Business name,33.,21.3,36.4%,100.0,21.4%,3.,100.0%,12.5%,30.,21.,30.
10/6/2024,CONCENTRIX,Mexico City,Account management,Business profile,Business phone number,11.,9.9,45.5%,-,.0%,.,-,.0%,7.,4.,14.
10/6/2024,CONCENTRIX,Mexico City,Account management,Business profile,Merchant category,3.,4.1,.0%,-,-,.,-,-,3.,.,6.
10/6/2024,CONCENTRIX,Mexico City,Account management,Business profile,-,62.,24.3,30.6%,100.0,22.2%,6.,83.3%,10.5%,55.,36.,46.
10/6/2024,CONCENTRIX,Mexico City,Account management,Customer profile,Manage customers,152.,26.8,25.7%,66.7,26.1%,18.,83.3%,11.7%,143.,104.,59.
10/6/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit account payment method,9.,9.7,33.3%,100.0,33.3%,1.,100.0%,50.0%,8.,6.,9.
10/6/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit billing issues,56.,20.6,16.1%,100.0,7.1%,2.,100.0%,10.3%,50.,38.,35.
10/6/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit billing updates,132.,21.8,17.4%,60.0,12.8%,10.,88.9%,12.2%,126.,100.,54.
10/6/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit discounts,19.,15.7,57.9%,100.0,50.0%,2.,100.0%,15.4%,17.,12.,17.
10/6/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit fees,239.,16.5,25.1%,60.0,19.0%,20.,100.0%,9.6%,215.,155.,62.
10/6/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit invoices,7.,9.7,42.9%,-,.0%,.,-,.0%,5.,4.,7.
10/6/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit pricing,32.,12.0,18.8%,.0,25.0%,2.,100.0%,6.7%,28.,21.,20.
10/6/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit refunds,110.,16.8,25.5%,100.0,13.6%,8.,100.0%,7.6%,111.,91.,48.
10/6/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,-,470.,17.7,24.0%,66.7,15.9%,36.,96.8%,9.6%,441.,339.,68.
10/6/2024,CONCENTRIX,Mexico City,Account management,Intuit account settings,-,49.,29.7,10.2%,100.0,21.2%,7.,83.3%,15.8%,52.,44.,22.
10/6/2024,CONCENTRIX,Mexico City,Account management,Intuit product orders,New subscriptions,52.,13.6,63.5%,.0,20.0%,2.,100.0%,4.2%,43.,26.,35.
10/6/2024,CONCENTRIX,Mexico City,Account management,Intuit product orders,Order supplies,3.,14.1,.0%,-,.0%,.,-,.0%,3.,2.,3.
10/6/2024,CONCENTRIX,Mexico City,Account management,Intuit product orders,-,80.,13.3,52.5%,.0,11.8%,2.,100.0%,8.1%,68.,38.,41.
10/6/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,Account status,152.,21.6,22.4%,66.7,17.4%,15.,93.3%,12.3%,145.,112.,54.
10/6/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,Cancel products or services,199.,15.0,22.6%,60.0,18.7%,20.,88.2%,5.3%,194.,152.,57.
10/6/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,Migrate services,15.,18.1,40.0%,-,.0%,.,-,16.7%,16.,10.,13.
10/6/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,Renew or reactivate,221.,24.1,26.2%,66.7,15.9%,18.,93.8%,10.9%,216.,172.,67.
10/6/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,-,651.,19.8,26.6%,60.4,16.5%,53.,91.3%,9.8%,621.,477.,70.
10/6/2024,CONCENTRIX,Mexico City,Account management,Taxpayer Identification numbers,-,7.,3.9,28.6%,-,.0%,.,-,50.0%,5.,2.,9.
10/6/2024,CONCENTRIX,Mexico City,Account management,-,-,932.,19.5,26.2%,67.6,16.1%,71.,92.2%,10.4%,876.,664.,71.
10/6/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Bookkeeping processes,Journal entries,21.,33.1,19.0%,33.3,27.3%,3.,66.7%,.0%,22.,16.,20.
10/6/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Bookkeeping processes,Statement reconciliation,49.,38.1,14.3%,25.0,32.0%,8.,62.5%,14.3%,51.,39.,32.
10/6/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business accounts,Chart of accounts,1.,21.9,.0%,-,-,.,-,-,.,.,1.
10/6/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business accounts,-,2.,12.6,.0%,-,-,.,-,-,1.,1.,3.
10/6/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Accountant reports,4.,33.1,50.0%,-,.0%,.,-,.0%,3.,2.,5.
10/6/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Accounts payable reports,1.,5.8,.0%,-,-,.,-,-,1.,1.,3.
10/6/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Accounts receivable reports,2.,18.7,.0%,-,-,.,-,.0%,2.,1.,2.
10/6/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Audit log,1.,19.6,.0%,-,-,.,-,100.0%,1.,.,4.
10/6/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Customer statements,4.,46.9,.0%,.0,33.3%,1.,.0%,33.3%,4.,4.,4.
10/6/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Financial reports,3.,14.4,.0%,-,-,.,-,.0%,3.,2.,5.
10/6/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Payroll reports,24.,29.0,16.7%,100.0,27.3%,3.,100.0%,5.0%,27.,18.,20.
10/6/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Purchase reports,1.,90.6,.0%,-,-,.,-,.0%,1.,.,1.
10/6/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Sales reports,3.,18.3,33.3%,-,.0%,.,-,.0%,3.,2.,3.
10/6/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Stock reports,2.,6.9,100.0%,-,-,.,-,.0%,2.,1.,2.
10/6/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Transaction reports,3.,18.3,33.3%,-,.0%,.,-,.0%,3.,2.,3.
10/6/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Experts and advice,Accountant certification,2.,7.9,50.0%,-,-,.,-,-,.,.,2.
10/6/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Experts and advice,-,2.,7.9,50.0%,-,-,.,-,-,.,.,2.
10/6/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,-,-,66.,36.4,16.7%,40.0,32.3%,10.,70.0%,11.3%,65.,49.,39.
10/6/2024,CONCENTRIX,Mexico City,Banking,Bank accounts,-,1.,7.6,.0%,-,.0%,.,-,.0%,1.,1.,1.
10/6/2024,CONCENTRIX,Mexico City,Banking,Bank connectivity,Bank feeds,10.,32.8,10.0%,-100.0,14.3%,1.,.0%,.0%,12.,10.,9.
10/6/2024,CONCENTRIX,Mexico City,Banking,Bank connectivity,Direct feeds,13.,46.8,7.7%,-,.0%,.,-,.0%,15.,12.,11.
10/6/2024,CONCENTRIX,Mexico City,Banking,Bank connectivity,-,22.,41.3,9.1%,-100.0,6.7%,1.,.0%,.0%,25.,20.,17.
10/6/2024,CONCENTRIX,Mexico City,Banking,Bank deposits,Direct deposits,13.,46.6,15.4%,-100.0,8.3%,1.,-,10.0%,14.,13.,11.
10/6/2024,CONCENTRIX,Mexico City,Banking,Bank deposits,-,26.,42.7,7.7%,.0,20.0%,4.,66.7%,9.5%,28.,22.,21.
10/6/2024,CONCENTRIX,Mexico City,Banking,Bank transactions,Matching rules,1.,22.9,100.0%,-,-,.,-,-,1.,1.,1.
10/6/2024,CONCENTRIX,Mexico City,Banking,Bank transactions,Memorise transactions,2.,30.6,50.0%,-,-,.,-,.0%,1.,.,2.
10/6/2024,CONCENTRIX,Mexico City,Banking,Bank transactions,-,68.,35.8,17.6%,14.3,17.5%,7.,57.1%,4.2%,69.,50.,44.
10/6/2024,CONCENTRIX,Mexico City,Banking,-,-,98.,35.2,19.4%,9.1,18.3%,11.,60.0%,5.6%,102.,76.,50.
10/6/2024,CONCENTRIX,Mexico City,Business management,Small business processes,-,240.,23.1,28.3%,66.7,18.9%,18.,83.3%,9.9%,211.,150.,65.
10/6/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Back up data,171.,40.6,11.1%,95.2,18.9%,21.,100.0%,11.0%,169.,138.,62.
10/6/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Damaged data,9.,33.7,.0%,100.0,20.0%,1.,100.0%,12.5%,10.,7.,12.
10/6/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Data utilities,7.,15.2,14.3%,100.0,50.0%,1.,100.0%,25.0%,6.,4.,12.
10/6/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Migrate data,160.,26.3,32.5%,100.0,9.1%,5.,100.0%,13.2%,157.,102.,54.
10/6/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Sync data,4.,14.8,50.0%,-,-,.,-,.0%,4.,1.,4.
10/6/2024,CONCENTRIX,Mexico City,Data and systems,Electronic filing,-,20.,25.4,5.0%,100.0,8.3%,1.,100.0%,14.3%,21.,16.,14.
10/6/2024,CONCENTRIX,Mexico City,Data and systems,File management,Accountant copy,11.,40.1,18.2%,100.0,14.3%,1.,100.0%,11.1%,11.,7.,12.
10/6/2024,CONCENTRIX,Mexico City,Data and systems,File management,Company file,11.,40.1,18.2%,100.0,14.3%,1.,100.0%,11.1%,11.,7.,12.
10/6/2024,CONCENTRIX,Mexico City,Data and systems,File management,Convert files,49.,25.4,34.7%,100.0,10.0%,2.,100.0%,10.7%,50.,36.,31.
10/6/2024,CONCENTRIX,Mexico City,Data and systems,File management,Import or export files,18.,13.5,38.9%,100.0,66.7%,2.,100.0%,.0%,19.,9.,15.
10/6/2024,CONCENTRIX,Mexico City,Data and systems,File management,Open programs,158.,38.7,9.5%,83.3,17.5%,18.,100.0%,16.2%,152.,129.,59.
10/6/2024,CONCENTRIX,Mexico City,Data and systems,File management,Set up files,64.,33.8,7.8%,90.0,21.7%,10.,100.0%,9.8%,64.,56.,35.
10/6/2024,CONCENTRIX,Mexico City,Data and systems,File management,-,230.,37.3,8.3%,86.2,18.6%,29.,100.0%,14.0%,226.,192.,63.
10/6/2024,CONCENTRIX,Mexico City,Data and systems,Report management,Customise reports,10.,41.0,20.0%,100.0,16.7%,1.,100.0%,37.5%,10.,8.,9.
10/6/2024,CONCENTRIX,Mexico City,Data and systems,Report management,Memorise reports,2.,46.4,50.0%,-,.0%,.,-,50.0%,2.,2.,2.
10/6/2024,CONCENTRIX,Mexico City,Data and systems,Report management,-,79.,37.5,21.5%,100.0,18.9%,7.,100.0%,9.4%,83.,60.,44.
10/6/2024,CONCENTRIX,Mexico City,Data and systems,Web integration,Manage integrations,18.,20.2,27.8%,-,.0%,.,-,.0%,16.,8.,16.
10/6/2024,CONCENTRIX,Mexico City,Data and systems,-,-,593.,33.4,18.2%,92.5,16.8%,53.,100.0%,12.5%,588.,446.,70.
10/6/2024,CONCENTRIX,Mexico City,Employee management,Employee time off,Paid time off,1.,3.4,100.0%,-,-,.,-,.0%,1.,1.,1.
10/6/2024,CONCENTRIX,Mexico City,Employee management,Employee time off,-,1.,3.4,100.0%,-,-,.,-,.0%,1.,1.,1.
10/6/2024,CONCENTRIX,Mexico City,Employee management,Time tracking,Track worker hours,1.,56.5,100.0%,-,-,.,-,.0%,1.,1.,1.
10/6/2024,CONCENTRIX,Mexico City,Employee management,Time tracking,-,3.,23.0,66.7%,-,-,.,-,.0%,1.,1.,3.
10/6/2024,CONCENTRIX,Mexico City,Employee management,Worker benefits,Insurance and medical benefits,4.,18.6,50.0%,-,-,.,-,.0%,3.,1.,4.
10/6/2024,CONCENTRIX,Mexico City,Employee management,Worker benefits,Retirement benefits,1.,34.0,.0%,-,.0%,.,-,.0%,1.,1.,1.
10/6/2024,CONCENTRIX,Mexico City,Employee management,Worker benefits,-,6.,18.7,50.0%,-,.0%,.,-,.0%,5.,3.,6.
10/6/2024,CONCENTRIX,Mexico City,Employee management,Workers compensation,-,.,-,-,-,-,.,-,-,.,.,1.
10/6/2024,CONCENTRIX,Mexico City,Employee management,-,-,21.,17.8,14.3%,-,.0%,.,-,21.4%,16.,9.,15.
10/6/2024,CONCENTRIX,Mexico City,Finance,Budget and planning,Budgets in business,2.,3.2,.0%,-,-,.,-,.0%,2.,2.,3.
10/6/2024,CONCENTRIX,Mexico City,Finance,Budget and planning,-,2.,3.2,.0%,-,-,.,-,.0%,2.,2.,3.
10/6/2024,CONCENTRIX,Mexico City,Finance,Currency,Multicurrency,1.,66.4,.0%,-,-,.,-,-,1.,.,1.
10/6/2024,CONCENTRIX,Mexico City,Finance,Currency,-,1.,66.4,.0%,-,-,.,-,-,1.,.,1.
10/6/2024,CONCENTRIX,Mexico City,Finance,Income,Salaries and wages,6.,6.8,50.0%,100.0,100.0%,2.,100.0%,.0%,5.,3.,5.
10/6/2024,CONCENTRIX,Mexico City,Finance,Income,-,6.,6.8,50.0%,100.0,100.0%,2.,100.0%,.0%,5.,3.,6.
10/6/2024,CONCENTRIX,Mexico City,Finance,Liabilities,Liability schedules,2.,11.7,100.0%,-,-,.,-,-,1.,.,2.
10/6/2024,CONCENTRIX,Mexico City,Finance,Liabilities,-,2.,11.7,100.0%,-,-,.,-,-,1.,.,2.
10/6/2024,CONCENTRIX,Mexico City,Finance,-,-,11.,12.4,45.5%,100.0,100.0%,2.,100.0%,.0%,9.,5.,12.
10/6/2024,CONCENTRIX,Mexico City,Marketing,-,-,42.,10.0,47.6%,-,.0%,.,-,.0%,30.,19.,26.
10/6/2024,CONCENTRIX,Mexico City,Payroll,Payroll additions or deductions,Wage withholdings,16.,52.8,18.8%,-100.0,11.1%,1.,.0%,23.1%,18.,13.,10.
10/6/2024,CONCENTRIX,Mexico City,Payroll,Payroll additions or deductions,-,16.,52.8,18.8%,-100.0,11.1%,1.,.0%,23.1%,18.,13.,10.
10/6/2024,CONCENTRIX,Mexico City,Payroll,Payroll compliance,-,1.,62.1,.0%,-,-,.,-,100.0%,2.,2.,1.
10/6/2024,CONCENTRIX,Mexico City,Payroll,Payroll forms,Annual employer forms,1.,78.8,.0%,-,-,.,-,-,1.,.,1.
10/6/2024,CONCENTRIX,Mexico City,Payroll,Payroll forms,Paycheque forms,17.,17.0,11.8%,100.0,16.7%,1.,100.0%,50.0%,14.,10.,16.
10/6/2024,CONCENTRIX,Mexico City,Payroll,Payroll forms,Quarterly employer forms,101.,31.1,14.9%,88.9,15.3%,9.,100.0%,12.3%,105.,84.,33.
10/6/2024,CONCENTRIX,Mexico City,Payroll,Payroll forms,-,119.,28.9,14.3%,90.0,15.2%,10.,100.0%,17.0%,120.,95.,35.
10/6/2024,CONCENTRIX,Mexico City,Payroll,Payroll preferences,-,4.,19.8,.0%,-,-,.,-,.0%,2.,1.,3.
10/6/2024,CONCENTRIX,Mexico City,Payroll,Payroll processes,Correct payroll,7.,14.3,14.3%,-,.0%,.,-,.0%,7.,6.,7.
10/6/2024,CONCENTRIX,Mexico City,Payroll,Payroll processes,Deliver paycheque,9.,16.6,22.2%,-,.0%,.,-,.0%,6.,5.,9.
10/6/2024,CONCENTRIX,Mexico City,Payroll,Payroll processes,Submit payroll,27.,26.3,3.7%,100.0,31.3%,5.,100.0%,16.7%,30.,25.,16.
10/6/2024,CONCENTRIX,Mexico City,Payroll,Payroll processes,-,232.,31.2,15.5%,47.6,15.7%,21.,75.0%,12.2%,239.,201.,53.
10/6/2024,CONCENTRIX,Mexico City,Payroll,Payroll setup,Pay schedules,2.,31.2,.0%,-,.0%,.,-,.0%,2.,2.,2.
10/6/2024,CONCENTRIX,Mexico City,Payroll,Payroll setup,-,31.,39.6,19.4%,.0,12.5%,2.,50.0%,16.7%,33.,24.,21.
10/6/2024,CONCENTRIX,Mexico City,Payroll,Prior payroll,-,2.,5.4,.0%,-,.0%,.,-,.0%,2.,2.,2.
10/6/2024,CONCENTRIX,Mexico City,Payroll,-,-,410.,29.6,13.7%,67.6,15.5%,37.,87.1%,13.2%,420.,342.,63.
10/6/2024,CONCENTRIX,Mexico City,Product setup,Custom templates,Customise forms,52.,28.6,15.4%,85.7,26.9%,7.,100.0%,12.8%,53.,42.,31.
10/6/2024,CONCENTRIX,Mexico City,Product setup,Custom templates,-,3.,8.0,33.3%,-,.0%,.,-,.0%,2.,1.,3.
10/6/2024,CONCENTRIX,Mexico City,Product setup,List management,Customer list,13.,14.0,23.1%,-,.0%,.,-,.0%,11.,5.,13.
10/6/2024,CONCENTRIX,Mexico City,Product setup,List management,-,2.,30.6,50.0%,-,-,.,-,.0%,1.,.,2.
10/6/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,Download products,42.,25.2,19.0%,50.0,23.1%,6.,83.3%,9.4%,45.,36.,34.
10/6/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,Install products,105.,37.1,20.0%,92.3,19.7%,13.,100.0%,11.8%,106.,92.,48.
10/6/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,License information,95.,14.8,20.0%,50.0,16.0%,4.,66.7%,16.7%,79.,51.,50.
10/6/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,Reinstall products,192.,30.0,12.0%,80.0,10.2%,10.,100.0%,17.6%,180.,144.,61.
10/6/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,Uninstall products,.,-,-,-,-,.,-,-,.,.,1.
10/6/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,Update products,186.,38.8,5.4%,82.1,21.4%,28.,100.0%,12.6%,193.,167.,61.
10/6/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,-,468.,32.4,13.2%,80.9,17.9%,47.,97.6%,15.8%,454.,367.,69.
10/6/2024,CONCENTRIX,Mexico City,Product setup,Product preferences,Display preferences,13.,8.0,23.1%,100.0,20.0%,1.,100.0%,12.5%,12.,5.,21.
10/6/2024,CONCENTRIX,Mexico City,Product setup,Product preferences,-,13.,8.0,23.1%,100.0,20.0%,1.,100.0%,12.5%,12.,5.,21.
10/6/2024,CONCENTRIX,Mexico City,Product setup,-,-,533.,31.6,13.9%,81.8,18.9%,55.,98.0%,15.4%,518.,412.,69.
10/6/2024,CONCENTRIX,Mexico City,Sales and logistics,Billing solutions,Pay bills,12.,45.2,8.3%,100.0,10.0%,1.,100.0%,.0%,13.,11.,10.
10/6/2024,CONCENTRIX,Mexico City,Sales and logistics,Billing solutions,Write cheques,3.,19.4,.0%,-,.0%,.,-,.0%,2.,2.,4.
10/6/2024,CONCENTRIX,Mexico City,Sales and logistics,Billing solutions,-,15.,40.0,6.7%,100.0,8.3%,1.,100.0%,.0%,15.,13.,14.
10/6/2024,CONCENTRIX,Mexico City,Sales and logistics,Invoicing,Job estimates,9.,23.5,22.2%,100.0,50.0%,2.,100.0%,14.3%,9.,5.,7.
